event_annotation	variant	template	genomic_start	genomic_end	transcriptomic_start	transcriptomic_end
mee	ENSG00000114316_template	ENSG00000114316_ale,afe,mee,ir,mes,a3,es,a5	49325719	49325845	358	484
mes	ENSG00000114316_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000114316_template	49302384,49300467,49298552	49302542,49300691,49298635	3727,3886,4111	3885,4110,4194
es	ENSG00000114316_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000114316_template	49316732	49317478	1164	1910
ir	ENSG00000114316_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000114316_template	49293645	49294406	2960	3721
a3	ENSG00000114316_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000114316_template	49318563	49318774	698	909
a5	ENSG00000114316_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000114316_template	49292510	49292574	4581	4645
es	ENSG00000075673_es	ENSG00000075673_template	24690604	24690721	742	859
a5	ENSG00000075673_a5	ENSG00000075673_template	24710507	24710593	2842	2928
afe	ENSG00000075673_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000075673_template	24681562	24681720	1	159
afe	ENSG00000075673_template	ENSG00000075673_ale,afe,mee,ir,mes,a3,es,a5	24680411	24680752	1	342
ale	ENSG00000075673_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000075673_template	24711318	24711409	2482	2573
ale	ENSG00000075673_template	ENSG00000075673_ale,afe,mee,ir,mes,a3,es,a5	24711494	24712493	3078	4077
mee	ENSG00000075673_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000075673_template	24689262	24689375	220	333
mee	ENSG00000075673_template	ENSG00000075673_ale,afe,mee,ir,mes,a3,es,a5	24688319	24688522	403	606
mes	ENSG00000075673_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000075673_template	24692787,24694444,24698658,24700747	24692896,24694578,24698850,24700922	1346,1456,1591,1784	1455,1590,1783,1959
es	ENSG00000075673_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000075673_template	24690604	24690721	742	859
ir	ENSG00000075673_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000075673_template	24709829	24710459	1702	2332
a3	ENSG00000075673_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000075673_template	24692429	24692563	1147	1281
a5	ENSG00000075673_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000075673_template	24710507	24710593	2842	2928
es	ENSG00000106460_es	ENSG00000106460_template	12214201	12214394	279	472
ir	ENSG00000106460_ir	ENSG00000106460_template	12215805	12218457	893	3545
mee	ENSG00000106460_mee	ENSG00000106460_template	12229679	12229819	957	1097
mee	ENSG00000106460_template	ENSG00000106460_mee	12224226	12224385	957	1116
mee	ENSG00000250979_mee	ENSG00000250979_template	72214169	72214331	2019	2181
mee	ENSG00000250979_template	ENSG00000250979_mee	72213290	72213379	2019	2108
afe	ENSG00000250979_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000250979_template	72251455	72251565	1	111
afe	ENSG00000250979_template	ENSG00000250979_ale,afe,mee,ir,mes,a3,es,a5	72247508	72247664	1	157
ale	ENSG00000250979_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000250979_template	72202751	72202864	3439	3552
ale	ENSG00000250979_template	ENSG00000250979_ale,afe,mee,ir,mes,a3,es,a5	72205299	72205367	2592	2660
mee	ENSG00000250979_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000250979_template	72214169	72214331	693	855
mee	ENSG00000250979_template	ENSG00000250979_ale,afe,mee,ir,mes,a3,es,a5	72213290	72213379	2019	2108
mes	ENSG00000250979_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000250979_template	72238056,72236900,72233988,72232347,72231551,72230297,72230047,72228130,72226960	72238201,72237030,72234036,72232441,72231651,72230466,72230211,72228242,72227127	557,703,834,883,978,1079,1249,1414,1527	702,833,882,977,1078,1248,1413,1526,1694
es	ENSG00000250979_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000250979_template	72240670	72240777	340	447
ir	ENSG00000250979_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000250979_template	72209891	72212009	1026	3144
a3	ENSG00000250979_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000250979_template	72209160	72209178	2409	2427
a5	ENSG00000250979_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000250979_template	72221324	72221357	1849	1882
a5	ENSG00000259305_a5	ENSG00000259305_template	123267273	123267308	69	104
ir	ENSG00000255301_ir	ENSG00000255301_template	57476639	57476996	539	896
es	ENSG00000048649_es	ENSG00000048649_template	77747036	77747128	3480	3572
afe	ENSG00000248505_afe	ENSG00000248505_template	57425848	57426018	1	171
afe	ENSG00000248505_template	ENSG00000248505_afe	57424495	57425257	1	763
es	ENSG00000188825_es	ENSG00000188825_template	43369845	43371039	5714	6908
afe	ENSG00000188825_afe	ENSG00000188825_template	43380906	43381660	1	755
afe	ENSG00000188825_template	ENSG00000188825_afe	43385863	43389199	1	3337
es	ENSG00000155366_es	ENSG00000155366_template	112703384	112703457	1177	1250
afe	ENSG00000155366_afe	ENSG00000155366_template	112704640	112706252	1	1613
afe	ENSG00000155366_template	ENSG00000155366_afe	112706732	112707434	1	703
es	ENSG00000091483_es	ENSG00000091483_template	241519060	241519304	172	416
mes	ENSG00000091483_mes	ENSG00000091483_template	241513603,241511867,241508603,241506003,241504042	241513713,241512143,241508785,241506168,241504245	552,663,940,1123,1289	662,939,1122,1288,1492
a3	ENSG00000091483_a3	ENSG00000091483_template	241500454	241500590	1621	1757
es	ENSG00000257582_es	ENSG00000257582_template	99528590	99528684	167	261
es	ENSG00000243008_es	ENSG00000243008_template	24583502	24583582	446	526
afe	ENSG00000243008_afe	ENSG00000243008_template	24566873	24566900	1	28
afe	ENSG00000243008_template	ENSG00000243008_afe	24567284	24567396	1	113
a3	ENSG00000146109_a3	ENSG00000146109_template	26598265	26599187	469	1391
a5	ENSG00000146109_a5	ENSG00000146109_template	26597000	26597223	1	224
mee	ENSG00000183831_mee	ENSG00000183831_template	173624787	173624925	2012	2150
mee	ENSG00000183831_template	ENSG00000183831_mee	173627065	173627159	2012	2106
a3	ENSG00000235979_a3	ENSG00000235979_template	19450164	19450417	1797	2050
mee	ENSG00000235979_mee	ENSG00000235979_template	19486846	19487065	141	360
mee	ENSG00000235979_template	ENSG00000235979_mee	19471119	19471274	141	296
ir	ENSG00000269553_ir	ENSG00000269553_template	35331065	35331707	223	865
es	ENSG00000100281_es	ENSG00000100281_template	35283962	35284043	2795	2876
ir	ENSG00000100281_ir	ENSG00000100281_template	35258589	35261853	613	3877
es	ENSG00000226770_es	ENSG00000226770_template	127477597	127477668	88	159
a3	ENSG00000226770_a3	ENSG00000226770_template	127485112	127485242	265	395
ir	ENSG00000235142_ir	ENSG00000235142_template	106756262	106756416	3021	3175
afe	ENSG00000235142_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000235142_template	106787259	106787544	1	286
afe	ENSG00000235142_template	ENSG00000235142_ale,afe,mee,ir,mes,a3,es,a5	106788002	106788148	1	147
ale	ENSG00000235142_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000235142_template	106715968	106716080	5085	5197
ale	ENSG00000235142_template	ENSG00000235142_ale,afe,mee,ir,mes,a3,es,a5	106705334	106705613	10681	10960
mee	ENSG00000235142_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000235142_template	106772419	106775000	378	2959
mee	ENSG00000235142_template	ENSG00000235142_ale,afe,mee,ir,mes,a3,es,a5	106782435	106782630	239	434
mes	ENSG00000235142_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000235142_template	106755870,106754294,106749634,106744770,106740938,106739701,106734537,106733982,106733576,106731744	106755990,106754422,106749788,106747288,106741901,106740282,106735418,106734077,106733663,106731853	3178,3299,3428,3583,6102,7066,7648,8530,8626,8714	3298,3427,3582,6101,7065,7647,8529,8625,8713,8823
es	ENSG00000235142_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000235142_template	106724567	106725389	9055	9877
ir	ENSG00000235142_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000235142_template	106756262	106756416	3739	3893
a3	ENSG00000235142_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000235142_template	106756454	106756457	2980	2983
a5	ENSG00000235142_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000235142_template	106770019	106771821	435	2237
es	ENSG00000179869_es	ENSG00000179869_template	48611926	48612201	15891	16166
a5	ENSG00000179869_a5	ENSG00000179869_template	48389093	48389220	11673	11800
es	ENSG00000257402_es	ENSG00000257402_template	52716465	52716590	825	950
mes	ENSG00000257402_mes	ENSG00000257402_template	52718969,52718172	52719040,52718267	492,564	563,659
es	ENSG00000007171_es	ENSG00000007171_template	27760623	27760744	3164	3285
mes	ENSG00000007171_mes	ENSG00000007171_template	27798700,27793588,27789604,27788809,27787678,27782944,27782015,27781036,27780767,27778882,27778690,27774257,27773161,27772308,27770913	27798882,27793780,27789688,27788931,27787826,27783106,27782106,27781177,27780906,27779056,27778791,27774451,27773243,27772452,27771017	192,375,568,653,776,925,1088,1180,1322,1462,1637,1739,1934,2017,2162	374,567,652,775,924,1087,1179,1321,1461,1636,1738,1933,2016,2161,2266
a3	ENSG00000007171_a3	ENSG00000007171_template	27761212	27761231	3076	3095
ale	ENSG00000007171_ale	ENSG00000007171_template	27756766	27757353	3435	4022
ale	ENSG00000007171_template	ENSG00000007171_ale	27758881	27759075	3435	3629
mee	ENSG00000007171_mee	ENSG00000007171_template	27765535	27765716	2625	2806
mee	ENSG00000007171_template	ENSG00000007171_mee	27766510	27766588	2625	2703
afe	ENSG00000113389_afe	ENSG00000113389_template	32709407	32710783	1	1377
afe	ENSG00000113389_template	ENSG00000113389_afe	32689070	32689186	1	117
a5	ENSG00000104427_a5	ENSG00000104427_template	78715235	78715328	1594	1687
es	ENSG00000189348_es	ENSG00000189348_template	53282805	53282917	323	435
es	ENSG00000185664_es	ENSG00000185664_template	55955779	55955863	3234	3318
afe	ENSG00000185664_afe	ENSG00000185664_template	55971745	55971767	1	23
afe	ENSG00000185664_template	ENSG00000185664_afe	55973244	55973317	1	74
a3	ENSG00000145014_a3	ENSG00000145014_template	194597116	194597329	2474	2687
afe	ENSG00000145014_afe	ENSG00000145014_template	194633079	194633421	1	343
afe	ENSG00000145014_template	ENSG00000145014_afe	194633563	194633689	1	127
mee	ENSG00000145014_mee	ENSG00000145014_template	194610916	194611020	2186	2290
mee	ENSG00000145014_template	ENSG00000145014_mee	194615569	194615697	2186	2314
es	ENSG00000285876_es	ENSG00000285876_template	13284831	13285019	154	342
afe	ENSG00000285876_afe	ENSG00000285876_template	13182007	13182055	1	49
afe	ENSG00000285876_template	ENSG00000285876_afe	13000953	13001017	1	65
ir	ENSG00000218336_ir	ENSG00000218336_template	182243477	182323945	141	80609
afe	ENSG00000218336_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000218336_template	182143987	182144161	1	175
afe	ENSG00000218336_template	ENSG00000218336_ale,afe,mee,ir,mes,a3,es,a5	182144690	182144754	1	65
ale	ENSG00000218336_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000218336_template	182799596	182803024	83698	87126
ale	ENSG00000218336_template	ENSG00000218336_ale,afe,mee,ir,mes,a3,es,a5	182796637	182796767	7800	7930
mee	ENSG00000218336_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000218336_template	182349841	182350316	81027	81502
mee	ENSG00000218336_template	ENSG00000218336_ale,afe,mee,ir,mes,a3,es,a5	182346651	182346929	448	726
mes	ENSG00000218336_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000218336_template	182653771,182673005,182679666,182680248,182680372,182681814,182688166,182714087,182728965,182730200,182730878,182736808,182738401,182743170,182744143,182751800,182753450,182754385,182773472	182653893,182673219,182679876,182680349,182680737,182682014,182688351,182714233,182729181,182730319,182731139,182737075,182738544,182743419,182744163,182752032,182753604,182755353,182773647	1289,1412,1627,1838,1940,2306,2507,2693,2840,3057,3177,3439,3707,3851,4101,4122,4355,4510,5479	1411,1626,1837,1939,2305,2506,2692,2839,3056,3176,3438,3706,3850,4100,4121,4354,4509,5478,5654
es	ENSG00000218336_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000218336_template	182789093	182789389	5891	6187
ir	ENSG00000218336_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000218336_template	182243477	182323945	251	80719
a3	ENSG00000218336_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000218336_template	182628651	182628814	1050	1213
a5	ENSG00000218336_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000218336_template	182449033	182449083	727	777
es	ENSG00000237596_es	ENSG00000237596_template	136166320	136166400	714	794
es	ENSG00000105784_es	ENSG00000105784_template	87650822	87650937	798	913
a5	ENSG00000105784_a5	ENSG00000105784_template	87628472	87628945	186	659
afe	ENSG00000105784_afe	ENSG00000105784_template	87627548	87627613	1	66
afe	ENSG00000105784_template	ENSG00000105784_afe	87627672	87627856	1	185
afe	ENSG00000130305_afe	ENSG00000130305_template	73307583	73308553	1	971
afe	ENSG00000130305_template	ENSG00000130305_afe	73308698	73308826	1	129
mee	ENSG00000130305_mee	ENSG00000130305_template	73304747	73304862	378	493
mee	ENSG00000130305_template	ENSG00000130305_mee	73304230	73304703	378	851
mes	ENSG00000116095_mes	ENSG00000116095_template	178485641,178488968,178490659,178493853,178495496,178499211,178501061	178485757,178489014,178490814,178493989,178495660,178499254,178501176	572,689,736,892,1029,1194,1238	688,735,891,1028,1193,1237,1353
a5	ENSG00000116095_a5	ENSG00000116095_template	178502439	178502483	1354	1398
es	ENSG00000250075_es	ENSG00000250075_template	67421892	67422000	142	250
a3	ENSG00000250075_a3	ENSG00000250075_template	67455485	67455565	35	115
a5	ENSG00000250075_a5	ENSG00000250075_template	67419894	67419918	251	275
afe	ENSG00000283611_afe	ENSG00000283611_template	9960714	9960787	1	74
afe	ENSG00000283611_template	ENSG00000283611_afe	9955821	9955915	1	95
es	ENSG00000129245_es	ENSG00000129245_template	7593918	7594347	1877	2306
afe	ENSG00000129245_afe	ENSG00000129245_template	7614452	7614897	1	446
afe	ENSG00000129245_template	ENSG00000129245_afe	7606016	7606149	1	134
es	ENSG00000213047_es	ENSG00000213047_template	197652235	197652315	2696	2776
afe	ENSG00000213047_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000213047_template	197774487	197774607	1	121
afe	ENSG00000213047_template	ENSG00000213047_ale,afe,mee,ir,mes,a3,es,a5	197775139	197775696	1	558
ale	ENSG00000213047_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000213047_template	197511728	197511944	6428	6644
ale	ENSG00000213047_template	ENSG00000213047_ale,afe,mee,ir,mes,a3,es,a5	197504748	197510972	6540	12764
mee	ENSG00000213047_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000213047_template	197617659	197617759	5350	5450
mee	ENSG00000213047_template	ENSG00000213047_ale,afe,mee,ir,mes,a3,es,a5	197611931	197611976	3002	3047
mes	ENSG00000213047_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000213047_template	197583152,197552255,197546733	197583253,197553112,197546773	4867,4969,5827	4968,5826,5867
es	ENSG00000213047_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000213047_template	197652235	197652315	2696	2776
ir	ENSG00000213047_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000213047_template	197642822	197645689	2371	5238
a3	ENSG00000213047_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000213047_template	197645742	197645743	2837	2838
a5	ENSG00000213047_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000213047_template	197605482	197606995	3048	4561
es	ENSG00000096063_es	ENSG00000096063_template	35886724	35886811	1979	2066
mee	ENSG00000096063_mee	ENSG00000096063_template	35869010	35869138	2611	2739
mee	ENSG00000096063_template	ENSG00000096063_mee	35869482	35869901	2611	3030
a3	ENSG00000245954_a3	ENSG00000245954_template	152101484	152101510	624	650
afe	ENSG00000164091_afe	ENSG00000164091_template	52284528	52284591	1	64
afe	ENSG00000164091_template	ENSG00000164091_afe	52287833	52288020	1	188
afe	ENSG00000236283_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000236283_template	164848842	164849402	1	561
afe	ENSG00000236283_template	ENSG00000236283_ale,afe,mee,ir,mes,a3,es,a5	164840661	164840822	1	162
ale	ENSG00000236283_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000236283_template	165208113	165208261	42967	43115
ale	ENSG00000236283_template	ENSG00000236283_ale,afe,mee,ir,mes,a3,es,a5	165195127	165195564	8929	9366
mee	ENSG00000236283_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000236283_template	164991984	164992168	2294	2478
mee	ENSG00000236283_template	ENSG00000236283_ale,afe,mee,ir,mes,a3,es,a5	164993461	164993640	3984	4163
mes	ENSG00000236283_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000236283_template	164945584,164949935,164955627,164956765,164959055,164959255	164945671,164950133,164955726,164956795,164959143,164960804	1681,1769,1968,2068,2099,2188	1768,1967,2067,2098,2187,3737
es	ENSG00000236283_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000236283_template	165091120	165091299	5780	5959
ir	ENSG00000236283_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000236283_template	165094118	165130044	6359	42285
a3	ENSG00000236283_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000236283_template	165077620	165077643	4294	4317
a5	ENSG00000236283_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000236283_template	164960936	164960967	3738	3769
ir	ENSG00000245870_ir	ENSG00000245870_template	41880814	41881485	835	1506
ale	ENSG00000245870_ale	ENSG00000245870_template	41872747	41873201	2252	2706
ale	ENSG00000245870_template	ENSG00000245870_ale	41876481	41876980	2252	2751
es	ENSG00000175535_es	ENSG00000175535_template	116561472	116561636	1254	1418
a5	ENSG00000250514_a5	ENSG00000250514_template	76635052	76635149	1	98
ale	ENSG00000250514_ale	ENSG00000250514_template	76655557	76655664	280	387
ale	ENSG00000250514_template	ENSG00000250514_ale	76656668	76658478	280	2090
ale	ENSG00000233437_ale	ENSG00000233437_template	56875385	56875458	420	493
ale	ENSG00000233437_template	ENSG00000233437_ale	56875569	56875685	420	536
es	ENSG00000185305_es	ENSG00000185305_template	54154391	54154639	356	604
a5	ENSG00000185305_a5	ENSG00000185305_template	54113133	54113244	605	716
afe	ENSG00000185305_afe	ENSG00000185305_template	54310295	54310415	1	121
afe	ENSG00000185305_template	ENSG00000185305_afe	54310432	54310582	1	151
es	ENSG00000114742_es	ENSG00000114742_template	39089568	39091701	2126	4259
mee	ENSG00000114742_mee	ENSG00000114742_template	39087818	39088233	1954	2369
mee	ENSG00000114742_template	ENSG00000114742_mee	39086301	39086384	1954	2037
es	ENSG00000130856_es	ENSG00000130856_template	76915647	76915859	3631	3843
mes	ENSG00000130856_mes	ENSG00000130856_template	76878009,76880113,76881284,76895013,76898092,76899019,76904380	76878152,76880316,76881512,76895377,76898172,76899222,76904521	1237,1381,1585,1814,2179,2260,2464	1380,1584,1813,2178,2259,2463,2605
mee	ENSG00000130856_mee	ENSG00000130856_template	76871701	76871825	885	1009
mee	ENSG00000130856_template	ENSG00000130856_mee	76868685	76868863	885	1063
afe	ENSG00000130856_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000130856_template	76822607	76822662	1	56
afe	ENSG00000130856_template	ENSG00000130856_ale,afe,mee,ir,mes,a3,es,a5	76824160	76824406	1	247
ale	ENSG00000130856_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000130856_template	76968215	76970727	5149	7661
ale	ENSG00000130856_template	ENSG00000130856_ale,afe,mee,ir,mes,a3,es,a5	76960679	76960855	6056	6232
mee	ENSG00000130856_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000130856_template	76871701	76871825	263	387
mee	ENSG00000130856_template	ENSG00000130856_ale,afe,mee,ir,mes,a3,es,a5	76868685	76868863	885	1063
mes	ENSG00000130856_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000130856_template	76878009,76880113,76881284,76895013,76898092,76899019,76904380	76878152,76880316,76881512,76895377,76898172,76899222,76904521	1237,1381,1585,1814,2179,2260,2464	1380,1584,1813,2178,2259,2463,2605
es	ENSG00000130856_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000130856_template	76915647	76915859	3631	3843
ir	ENSG00000130856_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000130856_template	76912348	76913746	1434	2832
a3	ENSG00000130856_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000130856_template	76927277	76927324	4743	4790
a5	ENSG00000130856_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000130856_template	76849238	76849668	248	678
es	ENSG00000243478_es	ENSG00000243478_template	200756523	200756656	1684	1817
es	ENSG00000258565_es	ENSG00000258565_template	68869244	68869363	223	342
ir	ENSG00000174279_ir	ENSG00000174279_template	176082450	176083349	565	1464
a3	ENSG00000174279_a3	ENSG00000174279_template	176078859	176080838	837	2816
es	ENSG00000182255_es	ENSG00000182255_template	30016337	30016359	460	482
ir	ENSG00000172731_ir	ENSG00000172731_template	70324031	70340552	504	17025
mee	ENSG00000172731_mee	ENSG00000172731_template	70381500	70381914	158	572
mee	ENSG00000172731_template	ENSG00000172731_mee	70376729	70376779	158	208
es	ENSG00000197536_es	ENSG00000197536_template	132460562	132465109	871	5418
a3	ENSG00000197536_a3	ENSG00000197536_template	132457012	132457097	461	546
afe	ENSG00000197536_afe	ENSG00000197536_template	132410636	132411041	1	406
afe	ENSG00000197536_template	ENSG00000197536_afe	132419823	132419940	1	118
ale	ENSG00000197536_ale	ENSG00000197536_template	132486192	132488702	6434	8944
ale	ENSG00000197536_template	ENSG00000197536_ale	132475667	132476044	6434	6811
mes	ENSG00000166704_mes	ENSG00000166704_template	58000224,57997396	58000739,57999896	1169,1685	1684,4185
ir	ENSG00000166704_ir	ENSG00000166704_template	58001371	58002395	955	1979
